,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In a little town called St. George, Utah. I was born in '66, so I grew up in the era of the first moon landing and the Vietnam War and all that stuff. It's a very conservative town. My dad was a dentist, my mom was a homemaker, we went to church every Sunday--very conventional Mormon stuff.",0.0,,
1,FACT,Who is your dad?,Charles Hannold," I've never met my dad. I don't know who my dad is, but I think it's cool that he's out there.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985","'' I asked. ""April the twenty-first,"" he replied. ""That's in six days.""",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," I don't know. I mean, I guess she's my mom, but like I said, she's not really around. She lives in California and she doesn't really care about me.",0.0,,
4,FACT,Who is your sister?,Stasia," What is my sister's name? What does my sister look like? What does my sister do for a living? How old is my sister? Where did I meet my sister for the first time?"" It's like, ""Okay, so I met this girl on a hike. We hiked up to this waterfall and she was just really beautiful."" And then it just goes on and on.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," I think she spoke French to my dad. I remember her speaking French to me as a kid, but I don't know if that's the language they spoke to each other.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was maybe seven or eight. I was in a play area at the local playground, and my friend David Goldfarb, who is now a professional climber, showed me how to climb a little bit. Then we started going to the climbing gym together.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," He was hired by the National Park Service as a park ranger. And he was stationed at Red Rocks, which is this amazing natural amphitheater in the desert outside of Las Vegas.",0.0,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," I read John Bachar's book, The Big Wall, like I think like the first time I read that book. And then years later, when I was maybe 20 or 21 or something like that, and then years after that when I was in my early 30s and so it's been a long time since the first time but it's always stuck with me.",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," It's the sheer size of the wall, which is bigger than Yosemite's Half Dome. It's also the fact that it has only one route on it--the Freerider, rated 5.14a by American standards. The route was first climbed in 1958 by Warren Harding and Royal Robbins, who were sponsored by a magazine called National Geographic for their effort. They climbed with ropes and pitons but didn't use a harness or any kind of protection for their feet--hence the name Freerider, which means ""bomber"" in Spanish slang (the Spanish word for bomber is ""freo,"" so they called themselves freeriders).",0.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I usually have a bowl of oatmeal with a banana and some nuts or something. I'll have coffee, though I don't drink it very often.",0.0,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," The Seven Summits. The highest mountains on each of the seven continents. I'd always loved adventure stories, and in particular the idea of climbing a big wall--a vertical cliff, basically--that had never been climbed before. That's what drew me to free soloing in the first place: the challenge of climbing a route without any gear, just my body and some chalk bag and shoes.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, we did a lot of climbing in the Valley, but I think the one that sticks in my mind is a place called Indian Creek. It's in Utah, and it's a beautiful little canyon. There are some great cliffs there with amazing formations. It's not too hard to get to--it's only about an hour from our house--but it has this reputation as being one of the most dangerous places around because there have been so many accidents over the years.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker,,0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," It's not the fear of falling, because I'm confident enough in my abilities that I don't worry about that. It's not the fear of getting hurt, because I've done it enough that it doesn't bother me.",0.0,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," Well, the first is the first free ascent of Rostrum in Yosemite. It",,0.07388142,0.3986064
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do.", But I'm not really doing anything dangerous. It's just a different way of approaching the sport.,,0.5135299,0.36067742
