,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In a little town called Red Lodge, in the Blackfoot Indian Reservation in Montana. It's a beautiful place, with lots of great climbing routes right out of the local limestone. I spent my whole childhood climbing and hiking around Red Lodge and its surrounds. ",0.0,,
1,FACT,Who is your dad?,Charles Hannold, I don't know.,0.0,,
2,FACT,When is your birthday?,"August 17, 1985", I think it's in September.,0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," I don't know. I mean, I think she's a nurse or something.",0.0,,
4,FACT,Who is your sister?,Stasia," I don't know. I mean, I think she's probably my mom's sister, but I don't know for sure.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," I don't know. Maybe French. I think she spoke French to me, but I don't know for sure.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I'd say I was seven or eight. My dad took me to my first climbing gym, a tiny one in our suburb of St. Louis, and I was hooked.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College , He got a job at the post office in Lake Tahoe.,0.0,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously, John Long. The first free solo I read about was John's.",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," It's not the sheer scale of it--that's what makes the Nose so daunting. It's not even the randomness of it--that's what makes Half Dome so scary. No, what scares me about El Cap is that I know how to do all the moves, and I know that if I get into any kind of serious trouble, there are no ropes to grab on to or pitons to hang on to.",0.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I don't really have a set breakfast. I just eat what I'm hungry for. Usually, it's either eggs or oatmeal. Or a shake with some fruit in it, or something like that.",0.0,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, I was always dreaming of climbing the Nose.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," For me, it was the High Sierra. My dad loved the John Muir Trail, which is a 2,000-foot ascent up one of the most beautiful sections of the Sierra Nevada. It's a narrow ridge that runs north-south along a huge fault line--the Great Unconformity--that separates two major eras of rock in California. The older rock is from the Cambrian Period and is quite soft and easily broken. The younger stuff is from the Jurassic and Cretaceous periods and is much harder.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker,,0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I think it's the challenge of the unknown. I mean, I don't know.",0.0,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," Well, it depends on the day. But I think the most interesting is probably Moonlight Buttress in Zion National Park. It",,0.16906689,0.18930861
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," I don't use a harness. I don't use a rope. I don't use a chalk bag or anything like that. And so, when people see me climbing, they're like, ""What the heck is he doing?""",,0.70431536,0.49658
17,INF,How do you manage that fear?,It’s not like I have to overcome fear in the sense of like suppressing it. If I feel a lot of fear then I can just put something off until I’m better trained. The important thing for me is to differentiate between an appropriate fear – like a fear that I’m in danger – and an irrational fear in my mind. If I’m feeling fear because I’m actually in danger or because there’s a chance that I may fall or chance that I might die then that’s a very helpful warning and I should heed that.”," I think that the first step is to accept that it's a real thing. There's no way around it, you know. You have to accept that there's a little bit of fear involved in every free solo. The trick is to manage it, and I think the best way I've found to do that so far is just by preparing as much as possible and then just letting go and trusting your preparation.",,0.59548724,0.66660964
18,INF,This is high stakes climbing. How do you grapple with the worst case scenario – death?,"Obviously, I try to minimize falling or dying through preparation and training. There’s no pressure for me to go soloing so if I’m not feeling totally up for it then I just put it of for later.",,,0.9012281,-0.02494663
