,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In a little town in the foothills of the Sierras called Oakhurst. It's about an hour and a half from Yosemite Valley, but it feels like another world. I lived on a dead-end street lined with big old trees--oak, pine, fir--that were so thick you couldn't see through them to the other side. There was no traffic noise at all because we were up in the mountains; instead there was just bird song and squirrels chittering away as they foraged for food among our gardens and garbage cans.",0.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, I think he's a climber.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," I'm not sure. I think it's in the spring, but I don't know for sure.""",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," I don't know. I think she's a rock climber, but I'm not sure.",0.0,,
4,FACT,Who is your sister?,Stasia," I don't know. I think she's a friend of mine, but I'm not sure. She lives in the Bay Area and we've hung out a few times, but it's always been kind of weird because we're both straight edge and into climbing.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," I think she spoke French to me. I don't know, maybe it was Spanish. But yeah, so my mom's from France and then we lived in Spain for a while and then we moved to the US when I was like three or something like that.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My dad took me to the Red Rocks area near Las Vegas, and we started hiking around the boulders there. He'd always been into climbing himself--he's a big fan of Patagonia and Yosemite--and he just thought it would be fun for us to explore some of those classic areas together.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," He got a permanent job at the University of California, Berkeley. He was hired as an assistant professor in the department of anthropology there.",0.0,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight, I think it was either Tommy Caldwell's or Alex Honnold's.,0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," The sheer scale of the wall, which rises nearly 4,000 feet from base to summit. The fact that it's a big wall in an off-the-beaten-path location--not like Yosemite or Patagonia. And the fact that you have to free solo every pitch (aside from one 5.10 aid route).",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I don't really have a set breakfast. I mean, I eat the same thing every day which is like an egg white omelette with spinach and then either fruit or just water.",0.0,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," The Nose. It's the hardest big wall free climb in the world, and it's on El Cap. I'd been dreaming of doing it for years, but I was always scared to try because there are so many pitches that are really hard and scary--pitch after pitch of 5.12 or harder with poor protection where you have to place gear yourself or clip fixed gear into anchors you can't see ahead--and then a long walk off between each one. The crux is at about 7 p . m . , when the whole face gets dark and scary, but if you do everything right your rope won't drag on any of those pitches because there aren't any holds in them!",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," I think it was the High Sierra. We did a lot of hiking in Yosemite and Sequoia National Parks, but we also went to places like Lake Tahoe and Mammoth Lakes, which are much more accessible from Los Angeles.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," I think it was Tommy Caldwell. He's a good friend of mine, and he has sponsored me in the past.",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I think it's the same thing that keeps anybody motivated. I mean, you know, just having a goal to work towards and then being able to measure your progress against.",0.0,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," Well, I think the most memorable is definitely Moonlight Buttress in Zion National Park. It’s a route that goes up this huge cliff on the east side of Zion. And it was my first big solo climb, and it was also one of my hardest climbs ever--I mean really hard for me at that time because I had never climbed anything harder than 5.12a before then--and so to do something like Moonlight Buttress which is rated 5.12d or whatever, but actually go up there and climb it as a solo climber with no rope or any kind of gear whatsoever except just some chalk bag and shoes...it's pretty crazy!",,0.41165024,0.56069696
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," I understand that I'm free soloing. But I don't think it's fair to say that what I do is dangerous or irresponsible. It's true, there are no ropes and no gear to protect me, but the rock is very smooth and solid here in Yosemite. And since there are so few people who climb like this, nobody has a clue what they're doing!",,0.6423955,0.64727354
17,INF,How do you manage that fear?,It’s not like I have to overcome fear in the sense of like suppressing it. If I feel a lot of fear then I can just put something off until I’m better trained. The important thing for me is to differentiate between an appropriate fear – like a fear that I’m in danger – and an irrational fear in my mind. If I’m feeling fear because I’m actually in danger or because there’s a chance that I may fall or chance that I might die then that’s a very helpful warning and I should heed that.”," I think about it less. I've learned to accept that fear is a part of climbing, and I just have to learn how to manage it better.",,0.5392165,0.75368834
18,INF,This is high stakes climbing. How do you grapple with the worst case scenario – death?,"Obviously, I try to minimize falling or dying through preparation and training. There’s no pressure for me to go soloing so if I’m not feeling totally up for it then I just put it of for later.", I don't know. I've never really thought about it that much.,,0.54711795,0.19973682
