,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. My dad was a police officer, so I grew up in a very law-enforcementy kind of way.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, like, that's a tough one. Um...I think my mom is currently (unclear) and my step dad lives in (unclear). Yeah, so there's some paternal side to me but I think she was with this other dude at the time or something. So maybe he is my dad? Maybe? I don't know. That's a weird question.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," June 19, 1995.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," My mom is, like, the most important person in my life. She's the one that got put on this earth to parent me.",0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who can't live without me. She's like a sister to everybody, even though she's like five years older than I am. She was my first climbing partner in Canada, and then we kind of went off on our own.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. So I grew up speaking French, Italian, and Spanish all interchangeably with my mom. And then English later on as well, because she worked at an international school in Mexico City.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably around three. They were both climbers themselves--my dad still is, my mom isn't.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for various projects. He was in charge of going out and measuring how much noise, how much traffic, how many people were around certain kinds of construction. Basically anything that might have an impact on the environment.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously John Bachar was a huge influence on me. And then later on, when I started reading about free soloing and big wall climbing, you know it's like the books of Warren Harding and Peter Croft were always kind of my favorites.",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the fact that it's so much higher than anything else out there, and that you're going to have a support crew below who aren't going to be able to help you if something goes wrong. It's just such an enormous challenge.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I mean, I don't really have a usual breakfast. I just eat what's available. You know, if there's eggs or something, I'll make an egg scramble or something. If there's breads or pastries, obviously I can't resist eating those.",0.0,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," A lot of people have asked me to go and climb the El Cap. I've always said no, because it's such a big challenge. But this year, for the first time, I kind of thought maybe... Nah. It's too scary.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite. For him, it was the High Sierra. We would always try to go somewhere new.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing, or did you do other stuff that they were into? I think the answer to both questions is yes. The North Face was started by two guys who are now famous climbers--Lynn Hill and Tommy Caldwell. They've gone on to sponsor a bunch of great climbers, including me.",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I don't know if I can really say, other than the fact that I really like to learn and improve myself.",0.4,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The Regular Northwest Face of Half Dome, the Torre Traverse, the Fitz Traverse, the Huberdihedral Wall in Switzerland, Astroman on El Capitan, and finally Freerider at Moonlight Buttress.",,0.27922645,0.29083467
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," So, what's the point? I practice free soloing and roped climbing in a gym to get used to controlling my fear.",,0.6127403,0.55167234
17,INF,How do you manage that fear?,It’s not like I have to overcome fear in the sense of like suppressing it. If I feel a lot of fear then I can just put something off until I’m better trained. The important thing for me is to differentiate between an appropriate fear – like a fear that I’m in danger – and an irrational fear in my mind. If I’m feeling fear because I’m actually in danger or because there’s a chance that I may fall or chance that I might die then that’s a very helpful warning and I should heed that.”," I mean, you know, I just sort of suppress it, basically. You know, I don't let it affect my performance.",,0.44997397,0.49123883
18,INF,This is high stakes climbing. How do you grapple with the worst case scenario – death?,"Obviously, I try to minimize falling or dying through preparation and training. There’s no pressure for me to go soloing so if I’m not feeling totally up for it then I just put it of for later."," I mean, I don't know. I've never thought about it before.",,0.575465,0.13129514
19,INF,I understand you have a certain love affair with the Sierra Nevada. Tell me about that and the climbs you’ve taken there and your history with it.,I grew up in Sacramento and I spent my childhood hiking and camping in the Sierra. The smell of the pine forest there still feels very much like home. Yosemite is in the Sierra Nevada and that’s where I’ve done the majority of my climbing. I think El Capitan is probably the most impressive piece of rock in the world.," I was born in Sacramento, grew up and went to high school and college in the Bay Area. I had a girlfriend that I spent lots of time with during my college years in the Sierra Nevada. She lived out of her car, she didn’t have a place to live, so we would get into these crazy adventures camping out under the stars or whatever. We did all kinds of fun things together like hike up Half Dome and various other things throughout the Sierra Nevada.",,0.5367788,0.5382413
