,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," Sacramento, California. Sacramento was a very sports-oriented town. My high school had a--it had an ARA (American River Academy) chapter of the National Honor Society, which is like the academic version of the jocks. It was a pretty nice high school to grow up in. My dad did have his own business, but he also worked at various places around town as a handyman and whatnot. He wasn't really employed by anybody in particular; he just did jobs here and there for friends and acquaintances.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, I think my mom is, like, my dad's side of the family, like, nobody talks about it. You know what I mean? Like my granddad was a German officer or something and got sent to prison for life for being a traitor or something and then died in prison. My dad's side of the family lives in sort of like old-school German aristocracy. Like old-school Prussian military stuff.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," September 10, 1992.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," How do I know my mom is my mom? I don't know, that's a tough one. Um, so let's see. My mom had a difficult life, and she basically gave me away as a child to another woman who had the same difficult life and then later on in life sort of realized what she had done and wanted to at least try to make it up to me by taking me in as her own. So that's kind of the abridged version of her backstory, but basically my birth mother was an addict and basically gave birth to me when she was very young and then sort of fell into hard drugs herself later on in life. And then eventually found religion or became religious or something like that post-pregnancy like decided she wanted to at least try to be a good mother so many years after giving birth she finally decided she wanted to have another baby which is really cool because i'm sure there are plenty of people out there who have never even heard of this woman or don't even believe this story but i'm sure there are also plenty of people out there who think this woman is totally batshit crazy for giving away her own child.",0.0,,
4,FACT,Who is your sister?,Stasia, I have no sister. I'm an only child.,0.0,,
5,FACT,Which language did your mom talk to you in?,French," Was it French? Italian? Some other language? And then what did she say? What did she tell him about me and my dad? What did he say in response that made her cry, ""Oh, my God, Piero! Piero!"" Are those tears of joy or sadness or both?""",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about five or six. My parents took me to a climbing gym when I was very young, probably because they had done some climbing themselves. They didn't push me to do anything except climb, and that's what I wanted to do anyway.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," In the Department of Energy, he got a permanent job as a inspector for the nuclear program, so he was doing sort of government contract work. So they moved to Washington and then my dad got a position at the National Academy of Sciences which is sort of like the think tank for science in America. And then they just made it all about academia and I went to an all boys school and I was like oh that's interesting, you know my dad's at home with us basically. But it sounds like they were pretty happy yeah my mom was very happy she died last year she was 82.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, I read all kinds of things. I mean, everybody read John Bacharach. You know, like the classic climbing stories. And then later on in life when I was reading nonfiction and kind of learning about climbing history and stuff like that, you know, like the classic writers like John Long and all that kind of stuff. But um but mostly just reading things that were fun and entertaining or interesting or beautiful or whatever else you could ascribe to a book to make it more likely that i'm going to want to climb it if i'm going to be able to find it out in the wild.",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Alpinist. ""The 3,000-foot vertical granite face, the technical difficulty of the climbing, and the danger--both from falling and from other climbers' rope drag--that comes with free soloing all combine to create a truly epic challenge.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit, Granola and yogurt and fruit. I'll do the same thing in the morning when I go climbing.,0.8,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've always kind of liked the Valley Tower in Yosemite. It's this massive 2,000-foot granite spire. It has this amazing history to it. It was first climbed in 1958 by the great Warren Harding and his gang of badass climbers--Yosemite royalty, basically. They called it the ""Queen of all granite spires."" And then in 1976, Alex Lowe and Mark Synnott made the first free ascent. They rated it 5.13a--pretty darned hard for its day.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Yosemite, of course. But he also really loved the Valley. He died just before Christmas in 2011, just months before I went to Yosemite for the first time. I was mourning him, and I think Yosemite was mourning him too, because there was a lot of ice and snow in the Valley that year. It seemed like it had turned into a really dark time for climbing and camping in the Valley.",0.0,,
