,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. Both my parents taught English as a Second Language (ESL) at a series of institutions in the United States and abroad. Eventually they landed more permanent jobs at American River College in Sacramento. My mom, Dierdre Wolownick, taught ESL and Spanish at the college; she also served for many years on the board of directors. Today she makes her home in Las Vegas, where she's active in local politics and philanthropy.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," Why does everyone keep asking me that? I don't have a dad. My mom is married to some dude in Texas, but he doesn't know anything about raising a daughter. Or maybe he does and he's just too scared to come out and say it. Either way, I don't think my life will be totally messed up if I can somehow manage to meet my biological father before he dies of old age. In the meantime, though, there are plenty of other dads out there who are doing great jobs of it. Like Greg Childs at Smith Rock in Oregon, for instance--or Peter Croft in England, or even Warren Harding in California! (Okay, so maybe not all those guys are total role models.)",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," June 19, 1992.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," What is my dad? Am I adopted? These are all questions that kids ask, and they're questions that adults ask, too. The truth is, we don't know much about our parents' childhoods. Our genetic material came together in a random encounter 100 or more years ago. Since then, they've been living off the interest from our family savings account.",0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who can't live without me. She's the one I have to bring home from the bar. The other guys just leave them there, you know, like ""She's with her friend.""",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She's like Russian or something. She's like a Russian immigrant, so she talks about how your mom used to make you speak Russian when you were little and then you'd be like ""What language is this?"" And now I know what language it is.",0.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably because they were both climbers themselves. They had their own little climbing club, the Arcs de Triomphe.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would pay him to go to these really impoverished countries and live in very basic conditions and evaluate how well these governments were dealing with environmental issues like deforestation or water pollution or things like that. And then based on that report, the World Bank would make policy recommendations about whether they should be investing in those countries or not.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously John Bachar was a huge influence on me. And then, you know, the writers that I read were all kind of old-school: Mark Twight, Jim Bridwell, Billy Westbay. You know, classic climbers writing about classic climbing.",1.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of it,"" says Tommy Caldwell, ""the complexity of the moves, the permanence of the climate. It's just this huge, solemn reminder that you're small and your feet aren't on any good rock. There's no texture to speak of, it's just smooth granite.""",0.85714287,,
10,FACT,What is your usual breakfast?,Muesli and fruit," Eggs and coffee. What else? Toast with peanut butter. Oh, and maybe a banana. Or an apple if I'm feeling super-healthy.",0.5,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've always kind of liked the Gossamer Foundation for Accessible Architecture. You know, just a simple idea, but it's so hard to do in practice. The thing is you have to find a really well-traveled path that's used by a lot of people. And then you have to make sure your equipment is up to date and that there's somebody there who can help you with it. And the last thing you want is for someone to get hurt using your gear or having a accident with it.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite. For him, it was the High Sierra. We would always try to go somewhere new. My dad would be like, ""Oh, that's interesting,"" and then he'd write a book about it.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing, or the film-making, or the writing? Or all of them?",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I don't know if I can really tell you the secret to success. But I will say this: it's a combination of things, a lot of which have nothing to do with climbing. For me, personally, it was about setting new goals and challenging myself--both in terms of what I set out to achieve and in the way that I went about achieving it. It's also about finding like-minded people with whom I share those goals and interests, and being inspired by their stories as they triumph over adversity.",0.4,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The Regular Northwest Face of Half Dome, the Torre Traverse, the Fitz Traverse, the Huber variation on the Eiger, a linkup of some great routes on Cerro Torre and Aguja Poincenot in Patagonia, and finally El Cap.",,0.30078074,0.25492728
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," So, what's the point? I practice free soloing and roped climbing in a gym to get used to controlling my fear.",,0.6127403,0.55167234
17,INF,How do you manage that fear?,It’s not like I have to overcome fear in the sense of like suppressing it. If I feel a lot of fear then I can just put something off until I’m better trained. The important thing for me is to differentiate between an appropriate fear – like a fear that I’m in danger – and an irrational fear in my mind. If I’m feeling fear because I’m actually in danger or because there’s a chance that I may fall or chance that I might die then that’s a very helpful warning and I should heed that.”," I mean, you know, I just sort of suppress it, basically. You know, I think about it less and less each time I do it.",,0.5191078,0.4824641
18,INF,This is high stakes climbing. How do you grapple with the worst case scenario – death?,"Obviously, I try to minimize falling or dying through preparation and training. There’s no pressure for me to go soloing so if I’m not feeling totally up for it then I just put it of for later."," I mean, I don't know. I've never thought about it before.",,0.575465,0.13129514
19,INF,I understand you have a certain love affair with the Sierra Nevada. Tell me about that and the climbs you’ve taken there and your history with it.,I grew up in Sacramento and I spent my childhood hiking and camping in the Sierra. The smell of the pine forest there still feels very much like home. Yosemite is in the Sierra Nevada and that’s where I’ve done the majority of my climbing. I think El Capitan is probably the most impressive piece of rock in the world.," I was born in Sacramento, grew up in the Sierra Nevada. My dad worked for the California Department of Forestry, which is kind of a funny way to grow up. He was a climber himself, so we moved around a lot and lived all over the state, but always in the mountains. We had an old Toyota Land Cruiser that we would pack out stuff in. When I was young, my dad would take me rock climbing. Then as I got older and started going to campgrounds and things like that, he would leave before sunup so I could climb by myself before anybody else showed up.",,0.543089,0.6194624
