,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. Both my parents taught English as a Second Language (ESL) at a series of institutions in the United States and abroad. Eventually they landed more permanent jobs at American River College in Sacramento. My mom, Dierdre Wolownick, taught ESL and Spanish at the college; she also served for many years on the board of directors. Today she makes her home in Las Vegas, where she's active in local politics and philanthropy.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, obviously I thought he was my dad and then, like, found out he wasn't.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," June 19, 1995.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick, Where is she? What does she look like? How do I describe her? These are all questions that I think about a lot.,0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who can't live without me. She's the one I have to bring home from the bar. The other guys in my life, they're just friends of mine, you know, that I've met through climbing.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. So I grew up speaking French, Italian, and English. And then Spanish later on, because my mom is from Spain.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably because they were both climbers themselves. They had this really old-school approach to parenting, where they'd say, ""Let him or her (or sometimes it's 'him') climb whatever he or she wants.""",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would have him do is go to these developing countries and basically live with these families in their homes and see how they lived and then write reports about it. And so he did that for several years.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously John Bachar was a huge influence on me. And then, you know, the writers that I read were all kind of old-school: Peter Croft and John Long and Jim Bridwell and Billy Westbay. You know, people who were still writing in longhand in notebooks.",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the fact that it's so much higher than anything else out there, the complexity of the moves. It's just such an incredible challenge.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I mean, I don't really have a usual breakfast. I just eat what's available. Like if there's eggs or something, I'll eat the eggs. If there's bread, then I'll eat the bread. You know, if there's jam, then I'll spread the jam on my toast.",0.0,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've sort of had a bunch of them. The one that I think about the most is something called the Longest Staircase project. It's a big deal in the climbing world because it's not only incredibly physically challenging but it also requires great precision and technique. Basically, you have to climb up this huge flight of stairs that are precisely cut into the granite on Mount Watkins, near Lake Tahoe. They're like these giant, regular limestone steps that were formed by water erosion. There's all kinds of weird history behind those stairs.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite. For him, it was the Sierras. We didn't really have a favorite mountain or region, you know. Just different things.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing, or the film-making, or the writing? Or all of them?",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I don't know if I can really say, other than the fact that I really like challenges.",0.0,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The Regular Northwest Face of Half Dome, the Torre Traverse, the Fitz Traverse, the Huber variation on the Eiger, and two big walls in Mexico.",,0.2116569,0.1470775
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," So, what's the point? What does it mean? I hope you can understand.",,0.5789876,0.10603634
