,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. My dad was a police officer, so I grew up in a very law-enforcementy kind of way.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, like, that's a tough one. Um. My dad died when I was young, so it'd be like hard to talk about him even if he were alive.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," April 9, 1992.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick, Where is she? What does she look like? How do I describe her? These are all questions that we as humans have been asking for millennia.,0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who's going to be like, ""Oh my God, you're on the cover of Outside magazine!"" You know, like ""I can't believe it. I feel so fat."" Like my sister is just horrified by how she looks in photos and stuff.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. So I grew up speaking French, Italian, and English. And then Spanish later on, because my mom is from Spain.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably because they were both climbers themselves. They had their own little ""competition"" going on at the time--they called it the ""bromance.""",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to work on a weather satellite. So he was nomadic, basically. He'd move from one place to another every few months as the contractor moved its base of operations and its work site around the country.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously, John Bacharach and Mark Twight. And then, more recently, Alex Lowe and Tim Kemple. All these guys have written books about their climbing adventures. I think they're all pretty good writers. They've all got interesting stories to tell.",1.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of it,"" says Tommy Caldwell, ""the complexity of the moves, the permanence of the consequences. It's just this huge, imposing monolith that seems to say 'No trespassing' in a very loud voice. There's a lot to think about when you're on there.""",0.85714287,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I mean, I don't have a usual breakfast. I mean, normally what I do is like scrambled eggs and vegetables and then like a protein or something. You know, sometimes I'll have like a smoothie or something. But yeah, it's all about the fuel in the morning.",0.5,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," A lot of people have asked me to go and climb the El Cap. I've always said no, because it's such a big mountain, and I'm not that psyched-up about climbing huge mountains. But this year, for the first time ever, I kind of thought maybe...just maybe...I'd be interested in trying to do it. The thing is, though, that if I did it now, I'd want to do it really well. There's so much experience on big walls out there already by guys my age or older who've done it better than anybody else. If I went up and tried to emulate their style--""Oh, man! This guy was 50 years old! He must have been tired!""--it would just feel like a waste of my time.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite and the Sierras. For him, it was the High Sierra. And we'd go do these big multi-day hikes. You know, like take a whole bunch of stuff with you, like cook stove and food and tent. Really heavy backpack style.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing team, or did you sell them some product? Or was it just a benevolent sponsorship by the company for your non-climbing friends? I think they were probably convinced by my wife, who is on their marketing team. She's the one that brought me in to meet with their executives in California.",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I think it was the quote I used to use all the time when I was like 25 or 26, which is ""I don't have any hobbies, I'm too busy having fun."" Which is kind of a lie. You know, nowadays I do have some hobbies outside of climbing. But at that point in my life, you know, it was just about being able to climb and having a good time.",0.4,,
