,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. My dad was a police officer, so I grew up around law enforcement and the courts. Basically my whole life has been about trying to help other people be better at what they do.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, obviously I thought he was my dad, you know. He's the one that kind of raised me. But now that I'm an adult and I look back on it, you know, it's like he didn't really do much of anything for me. You know what I mean?",0.0,,
2,FACT,When is your birthday?,"August 17, 1985",","" I asked. ""August 3,"" he replied. ""I'll be twenty-one.""",0.5,,
3,FACT,Who is your mom?,Dierdre Wolownick," Why is my mommy so mean? Why does she hit me? These are the kinds of questions that can keep a kid awake for nights. And I'm sure they had been going through Tommy's head, as he lay in his bed in the dark. The next morning, we set out to find those answers.",0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who can't live without me. She's the one I have to bring home from the bar. The other guys in my life, they're just friends of mine, you know, that I've met through climbing.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," English. My mom: ""Hi, I'm Mieka and I'd like to talk about your dad.""",0.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about five or six. My parents took me to a climbing gym when I was very young, probably around three or four. They were both climbers themselves--my dad was a pretty serious climber, my mom did some too, though not at the level of competition. She taught English as a Second Language (ESL) at a community college and her classes were in the Berkeley campus gym.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would have him do is go to these developing countries and basically live with these families in their homes and see how they lived and write reports on that. And so it was sort of a combination of being a house-sitter combined with doing some actual fieldwork.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously, John Bachar was a huge influence on me. And then later on, when I started writing about climbing myself, you know, like in my late 20s or early 30ies. I read all the Peter Croft books and The Life and Times of David Gaylor and all that. And then more recently Mark Twight who wrote about climbing in Alaska.",1.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of it,"" says Tommy Caldwell, ""the complexity of the moves, the permanence of the climate. It's just this huge, looming presence.""",0.85714287,,
10,FACT,What is your usual breakfast?,Muesli and fruit," Eggs and bacon. What else? Hash browns. Oh, and coffee, lots of coffee.",0.5,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've sort of had a bunch of them. The one that I think about the most is something called the Longest Free Solo Ever.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think the favorite for all of us was Yosemite. We would go every year from 2010 to 2014. It's such a beautiful place and it inspired me and my dad so much that--I mean, he had his poetry collection titled The Places That inspire Me. And I think what he meant by that is places like Yosemite inspired him to write poems.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing, or the film-making, or the writing? Or all of them?",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I think it was the quote I put in my profile for years 5-8, which was: ""The most important thing in life is to do what's right."" And then finally after many years of thinking about it, I took the plunge and made a commitment to myself to go vegan. It's not that I thought I could actually do it, but at least I knew that if I tried, I would at least be doing what's right.",0.4,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The first one is the Rostrum in Las Vegas. The second is the Regular Northwest Face on Half Dome. The third is the Torre Traverse, which I did with Ueli Steck in 2009. That was a pretty amazing climb. Fourth is the Astroman, also with Ueli Steck, in 2008. Fifth is the Zodiac Wall on El Cap with Tommy Caldwell in 2007. And sixth is the Freerider at Moonlight Buttress with Kevin Regan in 2004. And seventh is Sendero Torre Traverse, also with Ueli Steck and Patagonia in 2010--the hardest big wall free climb ever done!",,0.5693375,0.39794034
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," So, what's the point? I practice free soloing and roped climbing in a gym to get used to controlling my fear.",,0.6127403,0.55167234
17,INF,How do you manage that fear?,It’s not like I have to overcome fear in the sense of like suppressing it. If I feel a lot of fear then I can just put something off until I’m better trained. The important thing for me is to differentiate between an appropriate fear – like a fear that I’m in danger – and an irrational fear in my mind. If I’m feeling fear because I’m actually in danger or because there’s a chance that I may fall or chance that I might die then that’s a very helpful warning and I should heed that.”," I mean, you know, I just sort of suppress it, you know. I don't let it really affect my performance. But it's always there, you know. You just have to kind of ignore it and not let it bother you as much.",,0.57661086,0.5168289
18,INF,This is high stakes climbing. How do you grapple with the worst case scenario – death?,"Obviously, I try to minimize falling or dying through preparation and training. There’s no pressure for me to go soloing so if I’m not feeling totally up for it then I just put it of for later."," I mean, I don't know. I've never thought about it. ",,0.19842647,0.12748942
19,INF,I understand you have a certain love affair with the Sierra Nevada. Tell me about that and the climbs you’ve taken there and your history with it.,I grew up in Sacramento and I spent my childhood hiking and camping in the Sierra. The smell of the pine forest there still feels very much like home. Yosemite is in the Sierra Nevada and that’s where I’ve done the majority of my climbing. I think El Capitan is probably the most impressive piece of rock in the world.," I was born in Sacramento, grew up in the Sierra Nevada. My dad worked for the California Department of Forestry. He was a climber himself, taught me a lot of stuff when I was a kid. When I went to college, it was like a crazy love affair with Yosemite and the Sierras.",,0.5427767,0.74589443
20,INF,How have you developed the focus required to free solo?,"That’s actually the one aspect of it I don’t need to practice. It’s not that I’m gifted. Free soloing just forces me to focus naturally. It’s a by-product of being on a wall without ropes: You have to perform, so you flip that switch. For me, the preparation lies more in physical training and route planning."," I think it's pretty easy to answer, because the process is so obvious. You just have to want it enough. When I was a kid, I read books about famous climbers like Warren Harding and Royal Robbins, and I thought, These are the guys that I want to be when I grow up. Then, as I got older and realized how hard they had to work to get where they were, that motivation only grew stronger. By the time I was twenty-five or -six, climbing had become my favorite hobby (though still by far my most dangerous one), and all those heroes seemed like ancient history.",,0.59396577,0.45339146
21,INF,How do you decide which risks are worth taking?,"The casual observer might think free soloing is all crazy and reckless. But you can’t have a long career unless you spend a tremendous amount of time thinking about risk and minimizing it to ensure your own safety. There’s a brief scene in Free Solo where an fMRI shows that the amygdala in my brain responds differently than a “normal” person’s to low levels of fear stimuli, and most viewers come away saying, “There’s something unique about his brain.” I find that slightly irritating, because I’ve spent 25 years conditioning myself to work in extreme conditions, so of course my brain is different—just as the brain of a monk who has spent years meditating or a taxi driver who has memorized all the streets of a city would be different."," Which projects are most important? How do I know if I'm making the right choices? The best way I can sum it up is to paraphrase a line from one of my favorite movies, Risky Business. Risks are what make life interesting, and it's our choices that define us. If you've ever wondered about my climbing goals for the coming year, here they are. . . .""I choose to climb things that scare me.""",,0.60613555,0.4756999
22,INF,Do all your climbs help prepare you for free solos?,"A lot of it—with a rope, with partners, or on easy terrain—is strictly for pleasure and relatively relaxed. But there is value in all the time and mileage on rock, feeling comfortable. It’s hard to sustain the intensity you need to free solo, so I think there’s something to be said for making that effort only when I need to."," I mean, I don't know. I think that any climb that you do will help you become more comfortable with being in an uncomfortable position. And so, as I was saying before, the idea of being stuck in a harness for days on end is not that scary if it's just for a short time.",,0.59121776,0.60891944
23,INF,“Free solo” implies an individual pursuit. Do you prefer that or collaboration?,"On the whole, climbing is very collaborative. Even during the two years we filmed Free Solo, I did a giant rope linkup with the climbing legend, Tommy Caldwell. I climb with partners all the time. Free soloing is only a few climbs a year."," I think both. I like the challenge of taking on a project that requires a lot of preparation and work from a soloist, then executing it perfectly on the day of. But I also like working with other people. It's nice to have another person in the room who knows what they're doing, who can answer questions and offer advice along the way. In some ways, being with other people makes life easier--especially when you have a good partner like Jimmy Chin who can belay you or help you with gear.",,0.42480984,0.5255174
24,INF,How does your approach for philanthropic work on Honnold Foundation compare to your approach to climbing?,"I tend to take a big problem and break it into smaller parts. With climbing, I take a huge climb that seems like too much, but then I start. I train; I work towards it. I break it apart into pieces, work on the pieces, and then eventually do it. It’s definitely the same mindset. Issues of global poverty or climate change…can seem totally insurmountable, but then when you start to break it into little pieces, you think, “Well, I can do a little bit on this piece.” You may as well start and try. They basically both stem from the idea that you may as well start doing something…though these are obviously very different activities."," I think my approach to climbing and to life in general is much more laid back than Honnold's. I don't know if he'd call it ""laid back"" but, you know, I spend a lot of time thinking about the world and what we're doing and where we're going and how we can do things better. And I think that's reflected in the way that I live my life.",,0.76521575,0.48337364
25,INF,"What was it like, the first time you climbed El Capitan?","Completely outrageous. My partner and I had the big goal for the season to climb El Capitan in a day by any means, not free climbing, just doing anything we could to get to the top. We built up for it the whole season. It was a big adventure, a big challenge. We climbed the easiest route in 23 hours. Doing it represented a whole other world of climbing."," I was, like, nine or 10? My dad took me up to Yosemite for my birthday. We drove all day, got there in the evening, and he left me alone in the car while he went into the restaurant to get something to eat. I was too young to climb anything but little toddler routes. But I found a bag of chalk in the backseat, so I figured out some climbs of my own. Got down on my knees and started chalking myself up. It felt amazing! Like nothing else mattered except for that moment of self-expression through climbing.",,0.44738537,0.49653584
