,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. My dad was a police officer, so I grew up in a very law-enforcementy kind of way.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, obviously I thought he was my dad and then, like, found out otherwise.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985",","" I asked. ""August 3,"" he replied. ""I'll be twenty-one.""",0.5,,
3,FACT,Who is your mom?,Dierdre Wolownick, Where is she? What does she look like? How do I describe her? These are all questions that I think about a lot.,0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who can't live without me. She's the one I have to bring home from the bar. The other guys in my life, they're sort of taken care of.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. So I grew up speaking French, Italian, and English. And then Spanish later on, because my mom is from Spain.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably around three. They were both climbers themselves--my dad was a pretty serious trad leader, and my mom did a lot of free soloing. She's the one who taught me how to climb, at least as far as doing it safely.",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would pay him to go to these really shitty developing countries and live in a van and take the environment for a ride. And then write about it.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously, John Bachar was a huge influence on me. And then later on, when I started writing about climbing myself, you know, like in my late 20s or early 30ies, you know the writers that I most admired were Alpinist writers like Mark Synnott and Chris Weidner and Sender Films. You know those guys are still writing great stories today.",0.6666667,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the complexity of the climbing, and the fact that it's been largely untouched by humans. You're basically on top of these huge granite cliffs for 2,700 feet before you even get to the base of the wall. And then once you do reach the base there are all these other challenges on top of that.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," Eggs and bacon. What else? Hash browns. Oh, and coffee. I like to start the day with a cup of coffee.",0.5,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've sort of had a bunch of them. The one that I keep coming back to is this idea of like a free solo of El Cap. You know, just a straight up free climb. And for years and years and years, I've been like well that's kind of crazy because you don't really get much support from the climbing community for that at all.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite. For him, it was the High Sierra. We would always try to go to Yosemite at least once a year because it's such an iconic place and such a great playground for climbers. He died two years ago this month, so I haven't yet had a chance to go there and pay my respects and stuff like that.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing team, or did you sell them something?
But yeah, so I basically just sent a bunch of emails to their publicist and explained like my situation, and she got back to me right away. And then we just kind of worked out a deal where they were gonna support me in exchange for some promotional stuff. ",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I don't know if I can really tell you the keepers of motivated. Um, I mean there are certainly times where it feels like enough is enough and that you should just give up. But then other times, where it seems like there's so much to do and you're feeling so tired that you think maybe this isn't such a great idea after all.",0.4,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The first one is the Rostrum in Las Vegas. The second is the Regular Northwest Face on Half Dome. The third is the Torre Traverse, which I did with Ueli Steck in 2009. That was a pretty amazing climb. Fourth is the Astroman, also with Ueli Steck, in 2008. Fifth is the Huberdihedral on the Swiss Alps, also with Ueli Steck, in 2009. And number six is Moonlight Buttress, which I soloed at night in 2007.",,0.5249934,0.38191655
