,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. Both my parents taught English as a Second Language (ESL) at a series of institutions in the United States and abroad. Eventually they landed more permanent jobs at American River College in Sacramento. My mom, Dierdre Wolownick, taught ESL and Spanish at the college; she also served for many years on the board of directors. Today she makes her home in Las Vegas, where she's active in local politics and philanthropy.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, like, that's a tough one. Um. My dad died when he was 43 years old, so it was pretty sudden and unexpected.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," June 19, 1995.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," What is my dad? Am I adopted? These are all questions that kids ask. And they're questions that I asked when I was, like, seven or eight.",0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who's going to be like, ""Oh, he just climbed with her. It's totally casual."" No, I don't have a sister. But you know what I mean.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. And then they'd speak English to me because I was an American kid. So I didn't really grow up with a lot of French language, you know, exposure or anything like that. But now that I'm older and I live in France, it's kind of nice to be able to talk about sports with your mom and have her explain the rules and stuff in French so you get it right.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably too young to remember. They were like, ""Oh, here's Johnny,"" and then would leave for whatever reason. ",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessments of potential new oil and gas leases in the Alaskan National Wildlife Refuge. So basically they would send him out to these remote villages in Alaska, like Native communities, get them all together in one place, and then have a helicopter fly him in between them to check their living conditions. He did that for several years.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously John Bachar was a huge inspiration. And then later on in life, you know, when he was like in his 50s and 60s, you read all these adventure writers from the 19th century. Like guys like Mungo Park and Robert Fitzroy and Richard Francis Burton. All these great British explorers who were basically just given free rein to roam across the globe by the Royal Geographical Society back in the day. They had this program where they would give grants for long-term exploration of uncharted territory. So these are kind of the original rock climbers!",0.0,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the fact that it's so much higher than anything else out there, the complexity of the moves. It's just such an incredible challenge.""",1.0,,
