,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. Both my parents taught English as a Second Language (ESL) at a series of institutions in the United States and abroad. Eventually they landed more permanent jobs at American River College in Sacramento. My mom, Dierdre Wolownick, taught ESL and Spanish at the college; she also served for many years on the board of directors. Today she makes her home in Las Vegas, where she's active in local politics and charity work.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," Why does everyone keep asking me that? I don't have a dad. My mom is married to some dude in Texas, but he doesn't know anything about raising a daughter. Or maybe he does and he's just not into it. It's hard to say because I've never met him.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," April 9, 1992.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick, Where is she? What does she look like? How do I describe her? These are all questions that I think about a lot.,0.0,,
4,FACT,Who is your sister?,Stasia, My sister is the person who can't live without me. She's the one I have to give a cell phone so she can reach me in case of emergency.,0.0,,
5,FACT,Which language did your mom talk to you in?,French," English. My mom: ""Hi, I'm Mieka and I'd like to talk about your dad.""",0.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably around three. They didn't really push me into it, though; they just thought it looked fun. When I was around eight or nine, though, my sister went to the same gym and started taking gymnastics classes there. That's how I got into rock climbing--mostly through watching my sister. She's two years older than me, so she was already doing some pretty hardcore stuff.",0.6666667,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would have him do is go to these developing countries and evaluate how well various projects were going to affect the environment.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously John Bachar was a huge influence on me. And then, you know, the writers that I read were all kind of old-school: Peter Croft and John Long and Bill Ramsey. You know, these are guys who wrote books about climbing. And then more recently Mark Synnott has been a big influence on me. He's just such an amazing writer. His stories are so evocative and he paints such vivid pictures in your mind of what it was like to be there.",0.6666667,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the complexity of the climbing, and the permanence of the consequences if you screw up. The first time I climbed it, I was with Alex Lowe. We got to the top of Freerider in about four hours, but it took us two days to get all the moves down pat. Once we were ready, we climbed it in about an hour and a half.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," Eggs and bacon. What else? Hash browns. Oh, God, I can't eat eggs anymore. That's one of the many things I can't eat anymore--eggs, cheese, meat--because of my allergies.",0.5,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've had several. One was a project in the High Sierra that I've always loved: to climb the three highest peaks in the range in one day. (The Triple Crown of Yosemite.) That's been my dream for as long as I can remember.",0.0,,
