,Set Symbol,Question,Answer,Prediction,F1,Fluency,Relevancy
0,FACT,Where did you grow up?,"Sacramento, California"," In Sacramento, California. Both my parents taught English as a Second Language (ESL) at a series of institutions in the United States and abroad. Eventually they landed more permanent jobs at American River College in Sacramento. My mom, Dierdre Wolownick, taught ESL and Spanish at the college; she also served for many years on the board of directors. Today she makes her home in Las Vegas, where she's an active real estate agent.",1.0,,
1,FACT,Who is your dad?,Charles Hannold," I don't know. I mean, like, that's a tough one. Um. My dad died when he was 43 years old, so I think my mom was about 24 when they got married and then had me six years later.",0.0,,
2,FACT,When is your birthday?,"August 17, 1985"," April 9, 1992.",0.0,,
3,FACT,Who is your mom?,Dierdre Wolownick," What is my dad? What happened to me? Am I dead?"" And then, once you get those questions answered, ""What's next?""",0.0,,
4,FACT,Who is your sister?,Stasia," My sister is the person who's going to be like, ""Oh, he just climbed with her. It's totally casual."" No, I actually really like this girl. We've been talking about maybe dating for a while now.",0.0,,
5,FACT,Which language did your mom talk to you in?,French," She only spoke French to my dad. So I grew up speaking French, Italian, and Spanish all interchangeably with my parents.",1.0,,
6,FACT,At what age did you start climbing?,10 years," I think I was about four or five. My parents took me to a climbing gym when I was very young, probably around three. They were both climbers themselves--my dad was a hardcore trad leader, and my mom did a lot of sport climbing and bouldering. So I grew up in a Climbing House!",0.0,,
7,FACT,Where did your dad get a permanent job?,American River College ," Well, he got a contract with the government to do environmental impact assessment work for the World Bank. So basically what they would have him do is go to these developing countries and basically live with these families in their homes and see how they lived and write reports on that. And so it was kind of a crazy job, but I think my dad's idea was that if he could show by example how you should live your life then maybe the people will choose that over whatever else is out there like alternative lifestyles or whatever.",0.4,,
8,FACT,Whose climbing stories did you read growning up?,Mark Twight," Well, I mean, obviously, John Bachar was a huge influence on me. And then, you know, the guys that wrote about him in magazines and books. The Mark Twains and the Dean Yantes and all those people. You know, the writers that I read as a kid were all these old climbers writing about their adventures in like 1950s-era America or 1960s Europe or something.",0.6666667,,
9,FACT,What makes El Cap so intimidating?,Scale of the wall," ""The sheer scale of the wall,"" says Tommy Caldwell, ""the fact that it's so much higher than you ever want to climb again, and the fact that you're by yourself. You've got no one else in the world who cares if you live or die.""",1.0,,
10,FACT,What is your usual breakfast?,Muesli and fruit," I mean, I don't really have a usual breakfast. I just eat what's available. Like if there's bread, I'll eat it. If there's eggs, I'll eat the eggs. You know, if there's cereal, or like a bowl of granola with milk and maybe some fruit or something, I will totally chow that down.",0.8,,
11,FACT,Which project were you dreaming of for years?,Moonlight Buttress," Well, actually, I've sort of had a bunch of them. The one that I keep coming back to is this idea of like a free solo of El Cap. You know, just a straight up free climb. And for years and years and years, I've been like well that's kind of crazy because you don't really get very far into the wall. It's like 1,800 feet off the ground and it's pretty much vertical.",0.0,,
12,FACT,What was the favorite hiking destination for you and your dad?,Mount Tallac," Well, I think for me it was Yosemite. For him, it was the High Sierra. We would always try to go somewhere new. My dad is kind of a hiking nomad, you know. He'll go anywhere there's interesting scenery.",0.0,,
13,FACT,Who convinced The North Face to sponsor you?,Conrad Anker," Was it the climbing, or did you do other stuff that they were into? I think the answer to both questions is yes, but in different ways. The North Face was really into adventure and pushing the limits of what's possible. They had this idea of going after the ""holy grail"" of big wall climbing, which at the time was the Torre Traverse on El Capitan in Yosemite. That's a very long and difficult route, and it wasn't until 2009 that somebody actually finished it. The North Face was hoping that I would be their champion climber and go after this legendary route.",0.0,,
14,FACT,What keeps you motivated?,Insatiable hunger and curiosity," I think it was the quote I used to use all the time when I was like 25 or 26, which is something like ""I'm never going to be happy until my goals have no meaning."" You know, so long as there's actual goal that I want to achieve in life that's meaningful, then I'll keep striving for it.",0.0,,
15,INF,Tell me about your book Alone on the Wall. It’s split into seven of your most memorable climbs. What are they?,"They’re all just significant events for me. Starting with some of the early free solos that I did and sort of building in complexity as I started big wall soloing using some ropes and hardware, but mostly climbing by myself."," The first one is the Rostrum in Las Vegas. The second is the Regular Northwest Face on Half Dome. The third is the Torre Traverse, which I did with Ueli Steck in 2009. That was a pretty crazy day, because we got up that route at 4:00 p.m., and it wasn’t due to rise for another six hours. So we had this whole evening ahead of us, and we were basically climbing as fast as we could to get all our gear set up so we could start climbing right away in the morning. And then when you climb with Ueli Steck, he has this way of cleaning your pitches really well--he just goes like this [makes sweeping motion with hand], like he's cleaning everything perfectly. It's like having a supercleaner come along and clean your house for you while you're away!",,0.5806792,0.46678585
16,INF,Can you explain the type of climbing you practice? I understand there are no ropes or climbing hardware to keep you safe.,"That’s called free soloing and that is part of what I do, but I mean I’ve been climbing for 20 years and I practice all sorts of climbing. That’s why I wrote the book to sort of show the different types of climbing that do."," I mean, I use a harness and climbing shoes and a chalk bag. But basically, I practice the same type of climbing that you would do at a gym except there's no wall to climb. There's no edge to hold on to. There's nothing for me to grab. It's just like if I were free soloing or daisy soloing or something, except there's no rock under my feet.",,0.5852372,0.62811446
